buy_threshold,wait_threshold,rows,buy_now_rows,uncertain_rows,wait_rows,buy_now_rate,uncertain_rate,wait_rate,decisive_rate,buy_now_actual_drop_rate,uncertain_actual_drop_rate,wait_actual_drop_rate,avg_conservative_saving_decisive_rows,avg_conservative_saving_all_rows,pct_pays_more_decisive_rows,pct_wait_pays_more_conservative,horizon
0.35,0.575,255671,212917,30810,11944,0.8328,0.1205,0.0467,0.8795,0.1181,0.4545,0.6633,0.8267,0.7271,0.0078,0.1472,7
0.35,0.6,255671,212917,32796,9958,0.8328,0.1283,0.0389,0.8717,0.1181,0.4614,0.6822,0.7362,0.6418,0.0065,0.1456,7
0.35,0.625,255671,212917,34484,8270,0.8328,0.1349,0.0323,0.8651,0.1181,0.4665,0.7062,0.6574,0.5687,0.0053,0.1412,7
0.35,0.65,255671,212917,35875,6879,0.8328,0.1403,0.0269,0.8597,0.1181,0.4706,0.7331,0.5938,0.5104,0.0043,0.1359,7
0.35,0.675,255671,212917,37082,5672,0.8328,0.145,0.0222,0.855,0.1181,0.4754,0.7576,0.5329,0.4556,0.0034,0.1301,7
0.35,0.7,255671,212917,38053,4701,0.8328,0.1488,0.0184,0.8512,0.1181,0.4795,0.7828,0.4747,0.4041,0.0026,0.1219,7
0.35,0.725,255671,212917,38941,3813,0.8328,0.1523,0.0149,0.8477,0.1181,0.4841,0.8059,0.4122,0.3495,0.002,0.1151,7
0.35,0.75,255671,212917,39720,3034,0.8328,0.1554,0.0119,0.8446,0.1181,0.489,0.8253,0.3543,0.2992,0.0015,0.1084,7
0.35,0.775,255671,212917,40378,2376,0.8328,0.1579,0.0093,0.8421,0.1181,0.4932,0.8464,0.3019,0.2542,0.0011,0.0993,7
0.35,0.8,255671,212917,40927,1827,0.8328,0.1601,0.0071,0.8399,0.1181,0.4971,0.8654,0.2469,0.2074,0.0008,0.0969,7
0.35,0.825,255671,212917,41364,1390,0.8328,0.1618,0.0054,0.8382,0.1181,0.5006,0.8763,0.2026,0.1698,0.0006,0.0878,7
0.35,0.85,255671,212917,41791,963,0.8328,0.1635,0.0038,0.8365,0.1181,0.5041,0.891,0.1532,0.1282,0.0004,0.0862,7
0.35,0.875,255671,212917,42140,614,0.8328,0.1648,0.0024,0.8352,0.1181,0.5073,0.8941,0.1016,0.0849,0.0002,0.07,7
0.35,0.9,255671,212917,42413,341,0.8328,0.1659,0.0013,0.8341,0.1181,0.5096,0.915,0.062,0.0517,0.0001,0.0674,7
0.05,0.45,255671,28004,166908,60759,0.1095,0.6528,0.2376,0.3472,0.0295,0.2038,0.6422,6.3833,2.2161,0.1379,0.2015,14
0.05,0.475,255671,28004,171744,55923,0.1095,0.6717,0.2187,0.3283,0.0295,0.2117,0.6559,6.6246,2.1746,0.1298,0.1947,14
0.05,0.5,255671,28004,176506,51161,0.1095,0.6904,0.2001,0.3096,0.0295,0.2194,0.6704,6.8568,2.1231,0.1217,0.1884,14
0.05,0.525,255671,28004,181078,46589,0.1095,0.7082,0.1822,0.2918,0.0295,0.2272,0.6847,7.0804,2.0657,0.1142,0.1828,14
0.05,0.55,255671,28004,185652,42015,0.1095,0.7261,0.1643,0.2739,0.0295,0.235,0.6999,7.2422,1.9834,0.1062,0.177,14
0.05,0.575,255671,28004,190173,37494,0.1095,0.7438,0.1466,0.2562,0.0295,0.2433,0.7138,7.3841,1.8917,0.0976,0.1704,14
0.05,0.6,255671,28004,194738,32929,0.1095,0.7617,0.1288,0.2383,0.0295,0.2517,0.7294,7.4993,1.7873,0.0885,0.1638,14
0.05,0.625,255671,28004,199167,28500,0.1095,0.779,0.1115,0.221,0.0295,0.2602,0.7444,7.5108,1.6599,0.0797,0.158,14
0.05,0.65,255671,28004,203317,24350,0.1095,0.7952,0.0952,0.2048,0.0295,0.2685,0.7572,7.4097,1.5173,0.0712,0.1531,14
0.05,0.675,255671,28004,207001,20666,0.1095,0.8096,0.0808,0.1904,0.0295,0.2759,0.7703,7.2249,1.3753,0.063,0.1484,14
0.05,0.7,255671,28004,210329,17338,0.1095,0.8227,0.0678,0.1773,0.0295,0.2825,0.7846,7.0218,1.2453,0.0551,0.144,14
0.05,0.725,255671,28004,213427,14240,0.1095,0.8348,0.0557,0.1652,0.0295,0.289,0.7976,6.6151,1.093,0.0478,0.1419,14
0.05,0.75,255671,28004,216165,11502,0.1095,0.8455,0.045,0.1545,0.0295,0.2946,0.8127,6.122,0.946,0.0403,0.1383,14
0.05,0.775,255671,28004,218461,9206,0.1095,0.8545,0.036,0.1455,0.0295,0.2994,0.8285,5.6388,0.8207,0.033,0.1333,14
0.05,0.8,255671,28004,220516,7151,0.1095,0.8625,0.028,0.1375,0.0295,0.3038,0.8451,5.1159,0.7034,0.0256,0.1257,14
0.05,0.825,255671,28004,222326,5341,0.1095,0.8696,0.0209,0.1304,0.0295,0.3077,0.8665,4.4742,0.5835,0.0189,0.118,14
0.05,0.85,255671,28004,223752,3915,0.1095,0.8752,0.0153,0.1248,0.0295,0.3109,0.8874,3.7249,0.465,0.0136,0.1109,14
0.05,0.875,255671,28004,225059,2608,0.1095,0.8803,0.0102,0.1197,0.0295,0.314,0.908,2.8327,0.3392,0.0088,0.1031,14
0.05,0.9,255671,28004,226112,1555,0.1095,0.8844,0.0061,0.1156,0.0295,0.3166,0.9318,1.9732,0.2281,0.0044,0.0842,14
0.075,0.45,255671,47766,147146,60759,0.1868,0.5755,0.2376,0.4245,0.0422,0.2231,0.6422,5.2209,2.2161,0.1128,0.2015,14
0.075,0.475,255671,47766,151982,55923,0.1868,0.5944,0.2187,0.4056,0.0422,0.2314,0.6559,5.362,2.1746,0.105,0.1947,14
0.075,0.5,255671,47766,156744,51161,0.1868,0.6131,0.2001,0.3869,0.0422,0.2395,0.6704,5.4871,2.1231,0.0974,0.1884,14
0.075,0.525,255671,47766,161316,46589,0.1868,0.631,0.1822,0.369,0.0422,0.2476,0.6847,5.5974,2.0657,0.0902,0.1828,14
0.075,0.55,255671,47766,165890,42015,0.1868,0.6488,0.1643,0.3512,0.0422,0.2558,0.6999,5.6481,1.9834,0.0828,0.177,14
0.075,0.575,255671,47766,170411,37494,0.1868,0.6665,0.1466,0.3335,0.0422,0.2645,0.7138,5.6725,1.8917,0.0749,0.1704,14
0.075,0.6,255671,47766,174976,32929,0.1868,0.6844,0.1288,0.3156,0.0422,0.2733,0.7294,5.6627,1.7873,0.0668,0.1638,14
0.075,0.625,255671,47766,179405,28500,0.1868,0.7017,0.1115,0.2983,0.0422,0.2822,0.7444,5.5646,1.6599,0.059,0.158,14
0.075,0.65,255671,47766,183555,24350,0.1868,0.7179,0.0952,0.2821,0.0422,0.2909,0.7572,5.3792,1.5173,0.0517,0.1531,14
0.075,0.675,255671,47766,187239,20666,0.1868,0.7323,0.0808,0.2677,0.0422,0.2987,0.7703,5.1385,1.3753,0.0448,0.1484,14
0.075,0.7,255671,47766,190567,17338,0.1868,0.7454,0.0678,0.2546,0.0422,0.3056,0.7846,4.8903,1.2453,0.0384,0.144,14
0.075,0.725,255671,47766,193665,14240,0.1868,0.7575,0.0557,0.2425,0.0422,0.3123,0.7976,4.5068,1.093,0.0326,0.1419,14
0.075,0.75,255671,47766,196403,11502,0.1868,0.7682,0.045,0.2318,0.0422,0.3182,0.8127,4.0807,0.946,0.0268,0.1383,14
0.075,0.775,255671,47766,198699,9206,0.1868,0.7772,0.036,0.2228,0.0422,0.3232,0.8285,3.6829,0.8207,0.0215,0.1333,14
0.075,0.8,255671,47766,200754,7151,0.1868,0.7852,0.028,0.2148,0.0422,0.3278,0.8451,3.2749,0.7034,0.0164,0.1257,14
0.075,0.825,255671,47766,202564,5341,0.1868,0.7923,0.0209,0.2077,0.0422,0.3318,0.8665,2.8093,0.5835,0.0119,0.118,14
0.075,0.85,255671,47766,203990,3915,0.1868,0.7979,0.0153,0.2021,0.0422,0.3352,0.8874,2.3006,0.465,0.0084,0.1109,14
0.075,0.875,255671,47766,205297,2608,0.1868,0.803,0.0102,0.197,0.0422,0.3384,0.908,1.7214,0.3392,0.0053,0.1031,14
0.075,0.9,255671,47766,206350,1555,0.1868,0.8071,0.0061,0.1929,0.0422,0.3411,0.9318,1.1826,0.2281,0.0027,0.0842,14
0.1,0.45,255671,66520,128392,60759,0.2602,0.5022,0.2376,0.4978,0.0534,0.2437,0.6422,4.4516,2.2161,0.0962,0.2015,14
0.1,0.475,255671,66520,133228,55923,0.2602,0.5211,0.2187,0.4789,0.0534,0.2524,0.6559,4.5407,2.1746,0.0889,0.1947,14
0.1,0.5,255671,66520,137990,51161,0.2602,0.5397,0.2001,0.4603,0.0534,0.2609,0.6704,4.6126,2.1231,0.0819,0.1884,14
0.1,0.525,255671,66520,142562,46589,0.2602,0.5576,0.1822,0.4424,0.0534,0.2694,0.6847,4.6694,2.0657,0.0753,0.1828,14
0.1,0.55,255671,66520,147136,42015,0.2602,0.5755,0.1643,0.4245,0.0534,0.278,0.6999,4.6722,1.9834,0.0685,0.177,14
0.1,0.575,255671,66520,151657,37494,0.2602,0.5932,0.1466,0.4068,0.0534,0.2871,0.7138,4.6498,1.8917,0.0614,0.1704,14
0.1,0.6,255671,66520,156222,32929,0.2602,0.611,0.1288,0.389,0.0534,0.2963,0.7294,4.5949,1.7873,0.0542,0.1638,14
0.1,0.625,255671,66520,160651,28500,0.2602,0.6284,0.1115,0.3716,0.0534,0.3056,0.7444,4.4663,1.6599,0.0474,0.158,14
0.1,0.65,255671,66520,164801,24350,0.2602,0.6446,0.0952,0.3554,0.0534,0.3147,0.7572,4.269,1.5173,0.041,0.1531,14
0.1,0.675,255671,66520,168485,20666,0.2602,0.659,0.0808,0.341,0.0534,0.3228,0.7703,4.0332,1.3753,0.0352,0.1484,14
0.1,0.7,255671,66520,171813,17338,0.2602,0.672,0.0678,0.328,0.0534,0.33,0.7846,3.7967,1.2453,0.0298,0.144,14
0.1,0.725,255671,66520,174911,14240,0.2602,0.6841,0.0557,0.3159,0.0534,0.337,0.7976,3.4602,1.093,0.025,0.1419,14
0.1,0.75,255671,66520,177649,11502,0.2602,0.6948,0.045,0.3052,0.0534,0.3431,0.8127,3.0999,0.946,0.0204,0.1383,14
0.1,0.775,255671,66520,179945,9206,0.2602,0.7038,0.036,0.2962,0.0534,0.3483,0.8285,2.7708,0.8207,0.0162,0.1333,14
0.1,0.8,255671,66520,182000,7151,0.2602,0.7119,0.028,0.2881,0.0534,0.3531,0.8451,2.4413,0.7034,0.0122,0.1257,14
0.1,0.825,255671,66520,183810,5341,0.2602,0.7189,0.0209,0.2811,0.0534,0.3573,0.8665,2.0761,0.5835,0.0088,0.118,14
0.1,0.85,255671,66520,185236,3915,0.2602,0.7245,0.0153,0.2755,0.0534,0.3608,0.8874,1.688,0.465,0.0062,0.1109,14
0.1,0.875,255671,66520,186543,2608,0.2602,0.7296,0.0102,0.2704,0.0534,0.3642,0.908,1.2544,0.3392,0.0039,0.1031,14
0.1,0.9,255671,66520,187596,1555,0.2602,0.7337,0.0061,0.2663,0.0534,0.367,0.9318,0.8568,0.2281,0.0019,0.0842,14
0.125,0.45,255671,84374,110538,60759,0.33,0.4323,0.2376,0.5677,0.065,0.2655,0.6422,3.904,2.2161,0.0843,0.2015,14
0.125,0.475,255671,84374,115374,55923,0.33,0.4513,0.2187,0.5487,0.065,0.2747,0.6559,3.9629,2.1746,0.0776,0.1947,14
0.125,0.5,255671,84374,120136,51161,0.33,0.4699,0.2001,0.5301,0.065,0.2837,0.6704,4.005,2.1231,0.0711,0.1884,14
0.125,0.525,255671,84374,124708,46589,0.33,0.4878,0.1822,0.5122,0.065,0.2925,0.6847,4.0328,2.0657,0.065,0.1828,14
0.125,0.55,255671,84374,129282,42015,0.33,0.5057,0.1643,0.4943,0.065,0.3014,0.6999,4.0122,1.9834,0.0588,0.177,14
0.125,0.575,255671,84374,133803,37494,0.33,0.5233,0.1466,0.4767,0.065,0.311,0.7138,3.9686,1.8917,0.0524,0.1704,14
0.125,0.6,255671,84374,138368,32929,0.33,0.5412,0.1288,0.4588,0.065,0.3206,0.7294,3.8955,1.7873,0.046,0.1638,14
0.125,0.625,255671,84374,142797,28500,0.33,0.5585,0.1115,0.4415,0.065,0.3302,0.7444,3.7599,1.6599,0.0399,0.158,14
0.125,0.65,255671,84374,146947,24350,0.33,0.5748,0.0952,0.4252,0.065,0.3398,0.7572,3.568,1.5173,0.0343,0.1531,14
0.125,0.675,255671,84374,150631,20666,0.33,0.5892,0.0808,0.4108,0.065,0.3482,0.7703,3.3476,1.3753,0.0292,0.1484,14
0.125,0.7,255671,84374,153959,17338,0.33,0.6022,0.0678,0.3978,0.065,0.3557,0.7846,3.1302,1.2453,0.0245,0.144,14
0.125,0.725,255671,84374,157057,14240,0.33,0.6143,0.0557,0.3857,0.065,0.363,0.7976,2.8337,1.093,0.0205,0.1419,14
0.125,0.75,255671,84374,159795,11502,0.33,0.625,0.045,0.375,0.065,0.3694,0.8127,2.5226,0.946,0.0166,0.1383,14
0.125,0.775,255671,84374,162091,9206,0.33,0.634,0.036,0.366,0.065,0.3748,0.8285,2.2422,0.8207,0.0131,0.1333,14
0.125,0.8,255671,84374,164146,7151,0.33,0.642,0.028,0.358,0.065,0.3797,0.8451,1.965,0.7034,0.0098,0.1257,14
0.125,0.825,255671,84374,165956,5341,0.33,0.6491,0.0209,0.3509,0.065,0.3841,0.8665,1.6629,0.5835,0.007,0.118,14
0.125,0.85,255671,84374,167382,3915,0.33,0.6547,0.0153,0.3453,0.065,0.3877,0.8874,1.3467,0.465,0.0049,0.1109,14
0.125,0.875,255671,84374,168689,2608,0.33,0.6598,0.0102,0.3402,0.065,0.3913,0.908,0.9969,0.3392,0.0031,0.1031,14
0.125,0.9,255671,84374,169742,1555,0.33,0.6639,0.0061,0.3361,0.065,0.3943,0.9318,0.6788,0.2281,0.0015,0.0842,14
0.15,0.45,255671,100541,94371,60759,0.3932,0.3691,0.2376,0.6309,0.0774,0.2867,0.6422,3.5127,2.2161,0.0759,0.2015,14
0.15,0.475,255671,100541,99207,55923,0.3932,0.388,0.2187,0.612,0.0774,0.2963,0.6559,3.5534,2.1746,0.0696,0.1947,14
0.15,0.5,255671,100541,103969,51161,0.3932,0.4067,0.2001,0.5933,0.0774,0.3056,0.6704,3.5782,2.1231,0.0635,0.1884,14
0.15,0.525,255671,100541,108541,46589,0.3932,0.4245,0.1822,0.5755,0.0774,0.3149,0.6847,3.5897,2.0657,0.0579,0.1828,14
0.15,0.55,255671,100541,113115,42015,0.3932,0.4424,0.1643,0.5576,0.0774,0.3242,0.6999,3.5572,1.9834,0.0522,0.177,14
0.15,0.575,255671,100541,117636,37494,0.3932,0.4601,0.1466,0.5399,0.0774,0.3342,0.7138,3.5038,1.8917,0.0463,0.1704,14
0.15,0.6,255671,100541,122201,32929,0.3932,0.478,0.1288,0.522,0.0774,0.3441,0.7294,3.4236,1.7873,0.0404,0.1638,14
0.15,0.625,255671,100541,126630,28500,0.3932,0.4953,0.1115,0.5047,0.0774,0.3543,0.7444,3.2888,1.6599,0.0349,0.158,14
0.15,0.65,255671,100541,130780,24350,0.3932,0.5115,0.0952,0.4885,0.0774,0.3642,0.7572,3.1061,1.5173,0.0298,0.1531,14
0.15,0.675,255671,100541,134464,20666,0.3932,0.5259,0.0808,0.4741,0.0774,0.373,0.7703,2.9011,1.3753,0.0253,0.1484,14
0.15,0.7,255671,100541,137792,17338,0.3932,0.5389,0.0678,0.4611,0.0774,0.3808,0.7846,2.7009,1.2453,0.0212,0.144,14
0.15,0.725,255671,100541,140890,14240,0.3932,0.5511,0.0557,0.4489,0.0774,0.3884,0.7976,2.4346,1.093,0.0176,0.1419,14
0.15,0.75,255671,100541,143628,11502,0.3932,0.5618,0.045,0.4382,0.0774,0.395,0.8127,2.1586,0.946,0.0142,0.1383,14
0.15,0.775,255671,100541,145924,9206,0.3932,0.5707,0.036,0.4293,0.0774,0.4005,0.8285,1.9119,0.8207,0.0112,0.1333,14
0.15,0.8,255671,100541,147979,7151,0.3932,0.5788,0.028,0.4212,0.0774,0.4057,0.8451,1.67,0.7034,0.0083,0.1257,14
0.15,0.825,255671,100541,149789,5341,0.3932,0.5859,0.0209,0.4141,0.0774,0.4102,0.8665,1.409,0.5835,0.006,0.118,14
0.15,0.85,255671,100541,151215,3915,0.3932,0.5914,0.0153,0.4086,0.0774,0.414,0.8874,1.1382,0.465,0.0042,0.1109,14
0.15,0.875,255671,100541,152522,2608,0.3932,0.5966,0.0102,0.4034,0.0774,0.4177,0.908,0.8407,0.3392,0.0026,0.1031,14
0.15,0.9,255671,100541,153575,1555,0.3932,0.6007,0.0061,0.3993,0.0774,0.4208,0.9318,0.5713,0.2281,0.0013,0.0842,14
0.175,0.45,255671,114595,80317,60759,0.4482,0.3141,0.2376,0.6859,0.0882,0.3078,0.6422,3.2312,2.2161,0.0698,0.2015,14
0.175,0.475,255671,114595,85153,55923,0.4482,0.3331,0.2187,0.6669,0.0882,0.3179,0.6559,3.2605,2.1746,0.0639,0.1947,14
0.175,0.5,255671,114595,89915,51161,0.4482,0.3517,0.2001,0.6483,0.0882,0.3275,0.6704,3.2748,2.1231,0.0581,0.1884,14
0.175,0.525,255671,114595,94487,46589,0.4482,0.3696,0.1822,0.6304,0.0882,0.3371,0.6847,3.2767,2.0657,0.0528,0.1828,14
0.175,0.55,255671,114595,99061,42015,0.4482,0.3875,0.1643,0.6125,0.0882,0.3466,0.6999,3.2379,1.9834,0.0475,0.177,14
0.175,0.575,255671,114595,103582,37494,0.4482,0.4051,0.1466,0.5949,0.0882,0.357,0.7138,3.18,1.8917,0.042,0.1704,14
0.175,0.6,255671,114595,108147,32929,0.4482,0.423,0.1288,0.577,0.0882,0.3673,0.7294,3.0975,1.7873,0.0366,0.1638,14
0.175,0.625,255671,114595,112576,28500,0.4482,0.4403,0.1115,0.5597,0.0882,0.3778,0.7444,2.9658,1.6599,0.0315,0.158,14
0.175,0.65,255671,114595,116726,24350,0.4482,0.4565,0.0952,0.5435,0.0882,0.3881,0.7572,2.7919,1.5173,0.0268,0.1531,14
0.175,0.675,255671,114595,120410,20666,0.4482,0.471,0.0808,0.529,0.0882,0.3972,0.7703,2.5997,1.3753,0.0227,0.1484,14
0.175,0.7,255671,114595,123738,17338,0.4482,0.484,0.0678,0.516,0.0882,0.4052,0.7846,2.4132,1.2453,0.0189,0.144,14
0.175,0.725,255671,114595,126836,14240,0.4482,0.4961,0.0557,0.5039,0.0882,0.413,0.7976,2.169,1.093,0.0157,0.1419,14
0.175,0.75,255671,114595,129574,11502,0.4482,0.5068,0.045,0.4932,0.0882,0.4198,0.8127,1.918,0.946,0.0126,0.1383,14
0.175,0.775,255671,114595,131870,9206,0.4482,0.5158,0.036,0.4842,0.0882,0.4256,0.8285,1.6948,0.8207,0.0099,0.1333,14
0.175,0.8,255671,114595,133925,7151,0.4482,0.5238,0.028,0.4762,0.0882,0.4309,0.8451,1.4773,0.7034,0.0074,0.1257,14
0.175,0.825,255671,114595,135735,5341,0.4482,0.5309,0.0209,0.4691,0.0882,0.4355,0.8665,1.2439,0.5835,0.0053,0.118,14
0.175,0.85,255671,114595,137161,3915,0.4482,0.5365,0.0153,0.4635,0.0882,0.4394,0.8874,1.0033,0.465,0.0037,0.1109,14
0.175,0.875,255671,114595,138468,2608,0.4482,0.5416,0.0102,0.4584,0.0882,0.4433,0.908,0.7399,0.3392,0.0023,0.1031,14
0.175,0.9,255671,114595,139521,1555,0.4482,0.5457,0.0061,0.4543,0.0882,0.4465,0.9318,0.5022,0.2281,0.0011,0.0842,14
0.2,0.45,255671,126731,68181,60759,0.4957,0.2667,0.2376,0.7333,0.0989,0.3271,0.6422,3.022,2.2161,0.0653,0.2015,14
0.2,0.475,255671,126731,73017,55923,0.4957,0.2856,0.2187,0.7144,0.0989,0.3375,0.6559,3.0439,2.1746,0.0596,0.1947,14
0.2,0.5,255671,126731,77779,51161,0.4957,0.3042,0.2001,0.6958,0.0989,0.3474,0.6704,3.0514,2.1231,0.0542,0.1884,14
0.2,0.525,255671,126731,82351,46589,0.4957,0.3221,0.1822,0.6779,0.0989,0.3573,0.6847,3.0472,2.0657,0.0491,0.1828,14
0.2,0.55,255671,126731,86925,42015,0.4957,0.34,0.1643,0.66,0.0989,0.3671,0.6999,3.0051,1.9834,0.0441,0.177,14
0.2,0.575,255671,126731,91446,37494,0.4957,0.3577,0.1466,0.6423,0.0989,0.3779,0.7138,2.945,1.8917,0.0389,0.1704,14
0.2,0.6,255671,126731,96011,32929,0.4957,0.3755,0.1288,0.6245,0.0989,0.3885,0.7294,2.862,1.7873,0.0338,0.1638,14
0.2,0.625,255671,126731,100440,28500,0.4957,0.3928,0.1115,0.6072,0.0989,0.3993,0.7444,2.7339,1.6599,0.029,0.158,14
0.2,0.65,255671,126731,104590,24350,0.4957,0.4091,0.0952,0.5909,0.0989,0.41,0.7572,2.5677,1.5173,0.0247,0.1531,14
0.2,0.675,255671,126731,108274,20666,0.4957,0.4235,0.0808,0.5765,0.0989,0.4193,0.7703,2.3856,1.3753,0.0208,0.1484,14
0.2,0.7,255671,126731,111602,17338,0.4957,0.4365,0.0678,0.5635,0.0989,0.4276,0.7846,2.2099,1.2453,0.0173,0.144,14
0.2,0.725,255671,126731,114700,14240,0.4957,0.4486,0.0557,0.5514,0.0989,0.4356,0.7976,1.9823,1.093,0.0143,0.1419,14
0.2,0.75,255671,126731,117438,11502,0.4957,0.4593,0.045,0.5407,0.0989,0.4425,0.8127,1.7496,0.946,0.0115,0.1383,14
0.2,0.775,255671,126731,119734,9206,0.4957,0.4683,0.036,0.5317,0.0989,0.4484,0.8285,1.5435,0.8207,0.009,0.1333,14
0.2,0.8,255671,126731,121789,7151,0.4957,0.4764,0.028,0.5236,0.0989,0.4539,0.8451,1.3433,0.7034,0.0067,0.1257,14
0.2,0.825,255671,126731,123599,5341,0.4957,0.4834,0.0209,0.5166,0.0989,0.4587,0.8665,1.1296,0.5835,0.0048,0.118,14
0.2,0.85,255671,126731,125025,3915,0.4957,0.489,0.0153,0.511,0.0989,0.4627,0.8874,0.9101,0.465,0.0033,0.1109,14
0.2,0.875,255671,126731,126332,2608,0.4957,0.4941,0.0102,0.5059,0.0989,0.4666,0.908,0.6704,0.3392,0.0021,0.1031,14
0.2,0.9,255671,126731,127385,1555,0.4957,0.4982,0.0061,0.5018,0.0989,0.47,0.9318,0.4547,0.2281,0.001,0.0842,14
0.225,0.45,255671,137375,57537,60759,0.5373,0.225,0.2376,0.775,0.1082,0.3472,0.6422,2.8597,2.2161,0.0618,0.2015,14
0.225,0.475,255671,137375,62373,55923,0.5373,0.244,0.2187,0.756,0.1082,0.3578,0.6559,2.8763,2.1746,0.0563,0.1947,14
0.225,0.5,255671,137375,67135,51161,0.5373,0.2626,0.2001,0.7374,0.1082,0.3679,0.6704,2.8791,2.1231,0.0511,0.1884,14
0.225,0.525,255671,137375,71707,46589,0.5373,0.2805,0.1822,0.7195,0.1082,0.3779,0.6847,2.8709,2.0657,0.0463,0.1828,14
0.225,0.55,255671,137375,76281,42015,0.5373,0.2984,0.1643,0.7016,0.1082,0.3879,0.6999,2.8268,1.9834,0.0415,0.177,14
0.225,0.575,255671,137375,80802,37494,0.5373,0.316,0.1466,0.684,0.1082,0.3989,0.7138,2.7657,1.8917,0.0365,0.1704,14
0.225,0.6,255671,137375,85367,32929,0.5373,0.3339,0.1288,0.6661,0.1082,0.4097,0.7294,2.6832,1.7873,0.0317,0.1638,14
0.225,0.625,255671,137375,89796,28500,0.5373,0.3512,0.1115,0.6488,0.1082,0.4207,0.7444,2.5585,1.6599,0.0271,0.158,14
0.225,0.65,255671,137375,93946,24350,0.5373,0.3674,0.0952,0.6326,0.1082,0.4317,0.7572,2.3987,1.5173,0.023,0.1531,14
0.225,0.675,255671,137375,97630,20666,0.5373,0.3819,0.0808,0.6181,0.1082,0.4412,0.7703,2.225,1.3753,0.0194,0.1484,14
0.225,0.7,255671,137375,100958,17338,0.5373,0.3949,0.0678,0.6051,0.1082,0.4496,0.7846,2.0579,1.2453,0.0161,0.144,14
0.225,0.725,255671,137375,104056,14240,0.5373,0.407,0.0557,0.593,0.1082,0.4578,0.7976,1.8431,1.093,0.0133,0.1419,14
0.225,0.75,255671,137375,106794,11502,0.5373,0.4177,0.045,0.5823,0.1082,0.4649,0.8127,1.6245,0.946,0.0107,0.1383,14
0.225,0.775,255671,137375,109090,9206,0.5373,0.4267,0.036,0.5733,0.1082,0.4709,0.8285,1.4314,0.8207,0.0084,0.1333,14
0.225,0.8,255671,137375,111145,7151,0.5373,0.4347,0.028,0.5653,0.1082,0.4764,0.8451,1.2444,0.7034,0.0062,0.1257,14
0.225,0.825,255671,137375,112955,5341,0.5373,0.4418,0.0209,0.5582,0.1082,0.4813,0.8665,1.0454,0.5835,0.0044,0.118,14
0.225,0.85,255671,137375,114381,3915,0.5373,0.4474,0.0153,0.5526,0.1082,0.4854,0.8874,0.8415,0.465,0.0031,0.1109,14
0.225,0.875,255671,137375,115688,2608,0.5373,0.4525,0.0102,0.5475,0.1082,0.4895,0.908,0.6195,0.3392,0.0019,0.1031,14
0.225,0.9,255671,137375,116741,1555,0.5373,0.4566,0.0061,0.5434,0.1082,0.4929,0.9318,0.4198,0.2281,0.0009,0.0842,14
0.25,0.45,255671,146517,48395,60759,0.5731,0.1893,0.2376,0.8107,0.1173,0.3646,0.6422,2.7335,2.2161,0.0591,0.2015,14
0.25,0.475,255671,146517,53231,55923,0.5731,0.2082,0.2187,0.7918,0.1173,0.3755,0.6559,2.7464,2.1746,0.0538,0.1947,14
0.25,0.5,255671,146517,57993,51161,0.5731,0.2268,0.2001,0.7732,0.1173,0.3857,0.6704,2.746,2.1231,0.0488,0.1884,14
